"","soc_uni","soc","occupation","id","new_descript","word","definition"
"1717","27-1026","27-1026.00","Merchandise Displayers and Window Trimmers"," 9277","Tell sales staff how to arrange clothing racks by color. Tell them how to set up counter displays.","arrange","Put something in order; fit together."
"1718","27-1026","27-1026.00","Merchandise Displayers and Window Trimmers"," 9277","Tell sales staff how to arrange clothing racks by color. Tell them how to set up counter displays.","displays","Things set up for show."
"1719","27-2023","27-2023.00","Umpires, Referees, and Other Sports Officials"," 3911","Make sure players follow the rules of the game. Signal when they break the rules.","signal","Make a sign that tells someone what to do or what not to do."
"1720","27-2023","27-2023.00","Umpires, Referees, and Other Sports Officials"," 3913","Keep track of event times, race times, and more. Start and stop game or event as needed.",NA,NA
"1721","27-2023","27-2023.00","Umpires, Referees, and Other Sports Officials"," 3910","Judge sporting contests. Award points and give out penalties. Figure out winners and results.","penalty","A punishment for breaking the rules."
"1722","27-4011","27-4011.00","Audio and Video Equipment Technicians","18649","Set up, adjust, and run electronic equipment. Record, edit, and air TV shows, movies, and radio shows. Help with video conferences and other presentations.","video conference","A meeting that takes place by video."
"1723","27-4011","27-4011.00","Audio and Video Equipment Technicians","18649","Set up, adjust, and run electronic equipment. Record, edit, and air TV shows, movies, and radio shows. Help with video conferences and other presentations.","presentation","A talk about a subject."
"1724","27-4011","27-4011.00","Audio and Video Equipment Technicians"," 3981","Listen to sound. Watch incoming and outgoing pictures. Check that everything looks and sounds good. Tell others if there is a problem.",NA,NA
"1725","27-4011","27-4011.00","Audio and Video Equipment Technicians"," 3991","Get, set up, and run videotapes on air. Make sure programs air on time.",NA,NA
"1726","27-4014","27-4014.00","Sound Engineering Technicians"," 7722","Use control boards during recording sessions. Control how a recording sounds and how loud it is.","session","A meeting."
"1727","27-4014","27-4014.00","Sound Engineering Technicians"," 7725","Mix and edit voices, music, and taped sound effects. Work at live shows or recorded events. Use sound mixing boards.","live","Not taped or recorded."
"1728","27-4014","27-4014.00","Sound Engineering Technicians","18660","Take down equipment when event ends.",NA,NA
"1729","27-4021","27-4021.00","Photographers"," 9345","Use film and digital cameras. Use photo equipment. That includes filters, flashes, and tripods.","digital camera","A camera that doesn’t use film."
"1730","27-4021","27-4021.00","Photographers"," 9345","Use film and digital cameras. Use photo equipment. That includes filters, flashes, and tripods.","tripod","A three-legged stand. Often used to hold a camera."
"1731","27-4021","27-4021.00","Photographers"," 9347","Pick and pose people and things for pictures. Choose the best equipment and lighting. Arrange how pictures will look.","arrange","Put something in order; fit together."
"1732","27-4021","27-4021.00","Photographers"," 9352","Adjust and improve digital pictures. Use computers and photo software to do so.","digital pictures","Pictures on a computer, not on film."
"1733","29-1124","29-1124.00","Radiation Therapists"," 4086","Follow doctors’ orders in detail. Place patients in the correct spot and position for treatment.","position","Way the body is placed."
"1734","29-1124","29-1124.00","Radiation Therapists"," 4085","Give prescribed amounts of radiation to body parts. Use radiation equipment. Follow set rules and standards.","prescribed","Ordered by a doctor."
"1735","29-1124","29-1124.00","Radiation Therapists"," 4085","Give prescribed amounts of radiation to body parts. Use radiation equipment. Follow set rules and standards.","radiation","Energy used to get rid of harmful things in the body."
"1736","29-1124","29-1124.00","Radiation Therapists"," 4088","Follow rules to protect patients, self, and others from radiation.","radiation","Energy used to get rid of harmful things in the body."
"1737","29-1126","29-1126.00","Respiratory Therapists","18522","Work as part of a health team. Work with doctors, nurses, and others to care for patients. Help with treatments and other health matters.",NA,NA
"1738","29-1126","29-1126.00","Respiratory Therapists","  404","Keep and update health charts. Add patients’ ID info and treatment info.","id info","Info that proves who you are."
"1739","29-1126","29-1126.00","Respiratory Therapists","  407","Explain treatment steps to patients. Tell them calmly so they will be helpful and not be afraid.",NA,NA
"1740","29-1141","29-1141.00","Registered Nurses"," 1839","Keep and update reports and records. Make sure they are correct and detailed.",NA,NA
"1741","29-1141","29-1141.00","Registered Nurses"," 1841","Record patients’ health info. Record their vital signs.","vital signs","Basic health information, such as pulse, blood pressure, temperature."
"1742","29-1141","29-1141.00","Registered Nurses"," 1840","Check, record, and report changes in patients’ health. Look for signs of illness.",NA,NA
"1743","29-2012","29-2012.00","Medical and Clinical Laboratory Technicians"," 1902","Run lab tests on body fluids. Body fluids include blood and urine. Use medical tools to check for diseases. Enter results into computer.","lab","Short for laboratory. A place where tests are done."
"1744","29-2012","29-2012.00","Medical and Clinical Laboratory Technicians"," 1907","Run blood tests for transfusions. Perform blood counts.","transfusion","Putting blood into a person’s veins."
"1745","29-2012","29-2012.00","Medical and Clinical Laboratory Technicians"," 1908","Take samples. Grow, separate, and identify germs and cells for testing.","separate","To set apart."
"1746","29-2012","29-2012.00","Medical and Clinical Laboratory Technicians"," 1908","Take samples. Grow, separate, and identify germs and cells for testing.","identify","To name or recognize."
"1747","29-2012","29-2012.00","Medical and Clinical Laboratory Technicians"," 1908","Take samples. Grow, separate, and identify germs and cells for testing.","germ","A tiny living thing that spreads illness."
"1748","29-2012","29-2012.00","Medical and Clinical Laboratory Technicians"," 1908","Take samples. Grow, separate, and identify germs and cells for testing.","cells","The basic materials that make up the body."
"1749","29-2021","29-2021.00","Dental Hygienists","  416","Clean teeth and gums using dental tools. Remove stains and buildup.",NA,NA
"1750","29-2021","29-2021.00","Dental Hygienists","18536","Record details of patients’ past health care and concerns. Read and check their records.","concerns","Worries or problems."
"1751","29-2021","29-2021.00","Dental Hygienists","  417","Feel and look at patients’ gums. Check for sores and signs of disease.",NA,NA
"1752","29-2031","29-2031.00","Cardiovascular Technologists and Technicians"," 4132","Run tests to check patients’ heart health. Use special electronic testing machines. Use recording tools and lab tools.","lab","Short for laboratory. A place where tests are done."
"1753","29-2031","29-2031.00","Cardiovascular Technologists and Technicians"," 4133","Get patients ready for testing. Put them in the right positions.","position","Way the body is placed."
"1754","29-2031","29-2031.00","Cardiovascular Technologists and Technicians"," 4131","Run machines during cardio tests. Check controls, recordings, and video screens.","cardio","Short for cardiovascular. Having to do with the heart and veins."
"1755","29-2031","29-2031.00","Cardiovascular Technologists and Technicians"," 4131","Run machines during cardio tests. Check controls, recordings, and video screens.","video","Picture or image."
"1756","29-2032","29-2032.00","Diagnostic Medical Sonographers","  432","Watch screen during scan. Make sure picture is clear and meets standards. Adjust equipment as needed.",NA,NA
"1757","29-2032","29-2032.00","Diagnostic Medical Sonographers","  433","Watch and care for patients during testing. Make sure they are safe and at ease.",NA,NA
"1758","29-2032","29-2032.00","Diagnostic Medical Sonographers","  436","Choose the right settings for testing tools. Adjust patient positions to get the best results.","position","Way the body is placed."
